show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s171,movie,Rhyme & Reason,peter spirer,"too $hort, b-real, kurtis blow, da brat, grandmaster caz, sean ""p. diddy"" combs, chuck d., desiree densiti, dr. dre, e-40, mc eiht, heavy d, lauryn hill, ice-t, wyclef jean, ras kass, krs-one, l.v., mack 10, craig mack, method man, keith murray, nasir 'nas' jones, the notorious b.i.g., master p, q-tip, raekwon, redman, senen reyes, busta rhymes, rza, dj scratch, erick sermon, tupac shakur, adario strange, suave",united states,2021-09-01,1997,r,89 min,"Documentaries, Music & Musicals","The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts."
s172,movie,Same Kind of Different as Me,michael carney,"greg kinnear, renée zellweger, djimon hounsou, jon voight, olivia holt",united states,2021-09-01,2017,pg-13,120 min,"Dramas, Faith & Spirituality",A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
s173,movie,School of Rock,richard linklater,"jack black, joan cusack, mike white, sarah silverman, lee wilkof, kate mcgregor-stewart, adam pascal, suzzanne douglas, miranda cosgrove, kevin alexander clark, joey gaydos jr., robert tsai, veronica afflerbach, jordan-claire green","united states, germany",2021-09-01,2003,pg-13,110 min,"Comedies, Music & Musicals","Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll."
s174,movie,Snervous Tyler Oakley,amy rice,tyler oakley,united states,2021-09-01,2015,pg-13,83 min,"Documentaries, LGBTQ Movies","The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour."
s175,movie,Tears of the Sun,antoine fuqua,"bruce willis, monica bellucci, cole hauser, eamonn walker, johnny messner, nick chinlund, charles ingram, paul francis, chad smith, tom skerritt, malick bowens, awaovieyi agie",united states,2021-09-01,2003,r,121 min,"Action & Adventure, Dramas","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
s176,movie,The Blue Lagoon,randal kleiser,"brooke shields, christopher atkins, leo mckern, william daniels, elva josephson, glenn kohan, alan hopgood, gus mercurio",united states,2021-09-01,1980,r,105 min,"Dramas, Romantic Movies","Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise."
s177,movie,The Golden Child,michael ritchie,"eddie murphy, j.l. reate, charles dance, charlotte lewis, victor wong, randall tex cobb, james hong, shakti chen, tau logo, tiger chung lee",united states,2021-09-01,1986,pg-13,94 min,"Action & Adventure, Comedies",A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.
s178,movie,The Guns of Navarone,j. lee thompson,"gregory peck, david niven, anthony quinn, stanley baker, anthony quayle, james darren, irene papas, gia scala, james robertson justice, richard harris","united kingdom, united states",2021-09-01,1961,tv-14,156 min,"Action & Adventure, Classic Movies","During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel."
s179,movie,The Interview,"evan goldberg, seth rogen","james franco, seth rogen, lizzy caplan, randall park, diana bang, timothy simons, reese alexander, james yi",united states,2021-09-01,2014,r,112 min,"Action & Adventure, Comedies",Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.
s180,movie,The Nutty Professor,tom shadyac,"eddie murphy, jada pinkett smith, james coburn, larry miller, dave chappelle, john ales, patricia wilson, jamal mixon",united states,2021-09-01,1996,pg-13,95 min,"Comedies, Romantic Movies","After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance."
s183,movie,Welcome Home Roscoe Jenkins,malcolm d. lee,"martin lawrence, james earl jones, joy bryant, margaret avery, mike epps, mo'nique, cedric the entertainer, nicole ari parker, michael clarke duncan, louis c.k.",united states,2021-09-01,2008,pg-13,114 min,Comedies,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become."
s184,movie,In the Line of Fire,wolfgang petersen,"clint eastwood, john malkovich, rene russo, dylan mcdermott, gary cole, fred thompson, john mahoney, gregory alan williams, jim curley, sally hughes",united states,2021-08-31,1993,r,129 min,"Action & Adventure, Classic Movies",A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.
s189,movie,2 Alone in Paris,"ramzy bedia, éric judor","ramzy bedia, éric judor, benoît magimel, kristin scott thomas, élodie bouchez, édouard baer, fred testot, omar sy",france,2021-08-28,2008,tv-ma,97 min,"Comedies, International Movies","A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth."
s191,movie,Thimmarusu,sharan koppisetty,"satya dev, priyanka jawalkar, brahmaji",india,2021-08-28,2021,tv-14,125 min,"Dramas, International Movies","Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit."
s192,movie,Wind River,taylor sheridan,"jeremy renner, elizabeth olsen, jon bernthal, gil birmingham, kelsey asbille, tantoo cardinal, teo briones, matthew del negro, hugh dillon, julia jones, james jordan, eric lange, martin sensmeier, mason davis, graham greene","united kingdom, canada, united states",2021-08-28,2017,r,107 min,"Dramas, Independent Movies",A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.
s193,movie,C Kkompany,sachin yardi,"mithun chakraborty, tusshar kapoor, anupam kher, rajpal yadav, raima sen, dilip prabhavalkar, sanjay mishra",india,2021-08-27,2008,tv-14,127 min,"Action & Adventure, Comedies, International Movies","Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous."
s196,movie,EMI: Liya Hai To Chukana Padega,saurabh kabra,"sanjay dutt, arjun rampal, malaika arora, aashish chaudhary, neha uberoi, urmila matondkar, manoj joshi, daya shankar pandey, pushkar jog, kulbhushan kharbanda",india,2021-08-27,2008,tv-14,128 min,"Comedies, Dramas, International Movies",A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.
s199,tv show,King of Boys: The Return of the King,kemi adetiba,"sola sobowale, toni tones, richard mofe-damijo, efa iwara, titi kuti, tobechukwu ""illbliss"" ejiofor, remilekun ""reminisce"" safaru, charles  ""charly boy"" oputa, nse ikpe-etim, keppy ekpenyong bassey, bimbo manuel, akin lewis, lord frank, osas ighodaro, taiwo ajai-lycett, paul sambo",nigeria,2021-08-27,2021,tv-ma,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness."
s200,movie,Koi Aap Sa,partho mitra,"aftab shivdasani, natassha, dipannita sharma, himanshu mallik, vaidya advai, pushy anand, shama deshpande, rajendra gupta",india,2021-08-27,2006,tv-14,135 min,"Comedies, Dramas, International Movies","Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her."
s201,movie,Krishna Cottage,santram varma,"sohail khan, isha koppikar, natassha, rati agnihotri, vrajesh hirjee, divya palat, hiten tejwani, rajendranath zutshi",india,2021-08-27,2004,tv-14,124 min,"Action & Adventure, Horror Movies, International Movies",True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.
s202,movie,Kucch To Hai,"anil v. kumar, anurag basu","tusshar kapoor, esha deol, natassha, vrajesh hirjee, kusumit sana, rishi kapoor, moon moon sen, johny lever, ashay chitre, jeetendra",india,2021-08-27,2003,tv-14,136 min,"Dramas, International Movies, Thrillers","A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge."
s203,movie,Kyaa Kool Hai Hum,sangeeth sivan,"tusshar kapoor, riteish deshmukh, isha koppikar, neha dhupia, anupam kher, jay sean",india,2021-08-27,2005,tv-ma,165 min,"Comedies, International Movies, Music & Musicals","Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck."
s204,movie,Kyaa Kool Hain Hum 3,umesh ghadge,"tusshar kapoor, aftab shivdasani, krishna abhishek, mandana karimi, shakti kapoor, darshan jariwala, sushmita mukherjee, meghna naidu, anand kumar, claudia ciesla",india,2021-08-27,2016,tv-ma,124 min,"Comedies, International Movies","When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father."
s205,movie,Kyaa Super Kool Hain Hum,sachin yardi,"tusshar kapoor, riteish deshmukh, anupam kher, rohit shetty, neha sharma, chunky pandey, sarah-jane dias, razak khan, kavin dave",india,2021-08-27,2012,tv-ma,136 min,"Comedies, International Movies",An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.
s206,movie,Kyo Kii... Main Jhuth Nahin Bolta,david dhawan,"govinda, sushmita sen, rambha, anupam kher, satish kaushik, sharad kapoor, kiran kumar, mohnish bahl",india,2021-08-27,2001,tv-14,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.
s207,movie,"LSD: Love, Sex Aur Dhokha",dibakar banerjee,"nushrat bharucha, anshuman jha, neha chauhan, rajkummar rao, arya banerjee, amit sial, herry tangri",india,2021-08-27,2010,tv-ma,112 min,"Dramas, Independent Movies, International Movies",This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.
s208,movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,apoorva lakhia,"vivek oberoi, zayed khan, shriya saran, nikitin dheer, shabbir ahluwalia, sunil shetty, shweta bhardwaj",india,2021-08-27,2008,tv-14,119 min,"Action & Adventure, International Movies, Music & Musicals",A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.
s209,movie,Once Upon a Time in Mumbaai,milan luthria,"ajay devgn, emraan hashmi, kangana ranaut, prachi desai, randeep hooda, naved aslam, asif basra, avtar gill",india,2021-08-27,2010,tv-14,133 min,"Dramas, International Movies, Music & Musicals","Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime."
s210,movie,Once Upon a Time in Mumbai Dobaara!,milan luthria,"akshay kumar, imran khan, sonakshi sinha, sonali bendre, sarfaraz khan, mahesh manjrekar, abhimanyu singh, kurush deboo, pitobash, chetan hansraj",india,2021-08-27,2013,tv-14,142 min,"Dramas, International Movies, Music & Musicals","This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control."
s211,movie,Ragini MMS,pawan kripalani,"kainaz motivala, rajkummar rao, rajat kaul, janice, shernaza, mangala ahire, vinod rawat",india,2021-08-27,2011,tv-ma,93 min,"Horror Movies, International Movies",A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.
s212,movie,Ragini MMS 2,bhushan patel,"sunny leone, saahil prem, parvin dabas, sandhya mridul, divya dutta, soniya mehra, kainaz motivala, karan mehra",india,2021-08-27,2014,tv-ma,113 min,"Horror Movies, International Movies",The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.
